chroma_cc,chroma_k,chroma_r,scalogram_cc,scalogram_k,scalogram_r,class
0.82188,5.875,-0.18497,0.81845,6.75,0.023569,disco
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,disco
0.90278,5.625,-0.12816,0.82406,6.625,-0.020651,disco
0.87346,5.875,-0.14288,0.82257,6.375,-0.057279,disco
0.83105,6,-0.18946,0.82257,6.375,-0.057279,disco
0.83105,6,-0.18946,0.82406,6.625,-0.020651,disco
0.82188,5.875,-0.18497,0.82257,6.375,-0.057279,disco
0.84772,6,-0.13031,0.81845,6.75,0.023569,disco
0.82188,5.875,-0.18497,0.82406,6.625,-0.020651,disco
0.83105,6,-0.18946,0.81845,6.75,0.023569,disco
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,disco
0.83105,6,-0.18946,0.82257,6.375,-0.057279,disco
0.83105,6,-0.18946,0.82257,6.375,-0.057279,disco
0.87346,5.875,-0.14288,0.81944,6.5,-0.020504,disco
0.87346,5.875,-0.14288,0.82257,6.375,-0.057279,disco
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,disco
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,disco
0.87346,5.875,-0.14288,0.82406,6.625,-0.020651,disco
0.90278,5.625,-0.12816,0.81845,6.75,0.023569,disco
0.87346,5.875,-0.14288,0.81944,6.5,-0.020504,disco
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,disco
0.83105,6,-0.18946,0.82257,6.375,-0.057279,disco
0.87346,5.875,-0.14288,0.82257,6.375,-0.057279,disco
0.87346,5.875,-0.14288,0.82257,6.375,-0.057279,disco
0.82882,5.875,-0.18497,0.82406,6.625,-0.020651,disco
0.83105,6,-0.18946,0.82257,6.375,-0.057279,disco
0.81116,6.125,-0.10813,0.8192,6.5,-0.048739,disco
0.83105,6,-0.18946,0.81944,6.5,-0.020504,disco
0.87346,5.875,-0.14288,0.82406,6.625,-0.020651,disco
0.81875,6.25,-0.058478,0.81845,6.75,0.023569,disco
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,disco
0.87346,5.875,-0.14288,0.82406,6.625,-0.020651,disco
0.82882,5.875,-0.18497,0.81845,6.75,0.023569,disco
0.81116,6.125,-0.10813,0.81845,6.75,0.023569,disco
0.87346,5.875,-0.14288,0.81944,6.5,-0.020504,disco
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,disco
0.82882,5.875,-0.18497,0.81845,6.75,0.023569,disco
0.87346,5.875,-0.14288,0.81944,6.5,-0.020504,disco
0.87346,5.875,-0.14288,0.8192,6.5,-0.048739,disco
0.87346,5.875,-0.14288,0.81944,6.5,-0.020504,disco
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,disco
0.90278,5.625,-0.12816,0.81944,6.5,-0.020504,disco
0.83105,6,-0.18946,0.81944,6.5,-0.020504,disco
0.83105,6,-0.18946,0.81845,6.75,0.023569,disco
0.85174,5.75,-0.2,0.81944,6.5,-0.020504,disco
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,disco
0.82882,5.875,-0.18497,0.82406,6.625,-0.020651,disco
0.83105,6,-0.18946,0.81845,6.75,0.023569,disco
0.85174,5.75,-0.2,0.81845,6.75,0.023569,disco
0.83105,6,-0.18946,0.81483,6.625,-0.007331,disco
0.83105,6,-0.18946,0.81845,6.75,0.023569,disco
0.87346,5.875,-0.14288,0.82406,6.625,-0.020651,disco
0.87346,5.875,-0.14288,0.82257,6.375,-0.057279,disco
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,disco
0.87346,5.875,-0.14288,0.82257,6.375,-0.057279,disco
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,disco
0.88135,5.75,-0.13591,0.82257,6.375,-0.057279,disco
0.87346,5.875,-0.14288,0.8192,6.5,-0.048739,disco
0.85174,5.75,-0.2,0.82406,6.625,-0.020651,disco
0.87346,5.875,-0.14288,0.82406,6.625,-0.020651,disco
0.87346,5.875,-0.14288,0.81483,6.625,-0.007331,disco
0.83105,6,-0.18946,0.81845,6.75,0.023569,disco
0.82188,5.875,-0.18497,0.8192,6.5,-0.048739,disco
0.87346,5.875,-0.14288,0.83745,6.125,-0.10734,disco
0.87346,5.875,-0.14288,0.81944,6.5,-0.020504,disco
0.85174,5.75,-0.2,0.81944,6.5,-0.020504,disco
0.88135,5.75,-0.13591,0.82406,6.625,-0.020651,disco
0.83105,6,-0.18946,0.81845,6.75,0.023569,disco
0.83105,6,-0.18946,0.81944,6.5,-0.020504,disco
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,disco
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,disco
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,disco
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,disco
0.82188,5.875,-0.18497,0.82406,6.625,-0.020651,disco
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,disco
0.83105,6,-0.18946,0.81002,6.75,0.034685,disco
0.90278,5.625,-0.12816,0.82406,6.625,-0.020651,disco
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,disco
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,disco
0.81116,6.125,-0.10813,0.81845,6.75,0.023569,hiphop
0.87346,5.875,-0.14288,0.81944,6.5,-0.020504,hiphop
0.81116,6.125,-0.10813,0.81845,6.75,0.023569,hiphop
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,hiphop
0.87346,5.875,-0.14288,0.81944,6.5,-0.020504,hiphop
0.87346,5.875,-0.14288,0.8373,6.25,-0.080612,hiphop
0.82882,5.875,-0.18497,0.81944,6.5,-0.020504,hiphop
0.83105,6,-0.18946,0.81944,6.5,-0.020504,hiphop
0.87346,5.875,-0.14288,0.81944,6.5,-0.020504,hiphop
0.87346,5.875,-0.14288,0.81944,6.5,-0.020504,hiphop
0.83105,6,-0.18946,0.82257,6.375,-0.057279,hiphop
0.83105,6,-0.18946,0.8192,6.5,-0.048739,hiphop
0.83105,6,-0.18946,0.82257,6.375,-0.057279,hiphop
0.83105,6,-0.18946,0.82257,6.375,-0.057279,hiphop
0.82188,5.875,-0.18497,0.81964,6.5,-0.048739,hiphop
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,hiphop
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,hiphop
0.83105,6,-0.18946,0.8192,6.5,-0.048739,hiphop
0.82188,5.875,-0.18497,0.81964,6.5,-0.048739,hiphop
0.82188,5.875,-0.18497,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.82406,6.625,-0.020651,hiphop
0.85174,5.75,-0.2,0.81964,6.5,-0.048739,hiphop
0.85174,5.75,-0.2,0.83745,6.125,-0.10734,hiphop
0.85174,5.75,-0.2,0.81944,6.5,-0.020504,hiphop
0.87346,5.875,-0.14288,0.82257,6.375,-0.057279,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.85174,5.75,-0.2,0.81964,6.5,-0.048739,hiphop
0.90278,5.625,-0.12816,0.81944,6.5,-0.020504,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.83105,6,-0.18946,0.81964,6.5,-0.048739,hiphop
0.83105,6,-0.18946,0.81964,6.5,-0.048739,hiphop
0.83105,6,-0.18946,0.81964,6.5,-0.048739,hiphop
0.83105,6,-0.18946,0.81964,6.5,-0.048739,hiphop
0.84772,6,-0.13031,0.81964,6.5,-0.048739,hiphop
0.83105,6,-0.18946,0.81964,6.5,-0.048739,hiphop
0.84772,6,-0.13031,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.82257,6.375,-0.057279,hiphop
0.82882,5.875,-0.18497,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.83517,6.375,-0.078331,hiphop
0.87346,5.875,-0.14288,0.83517,6.375,-0.078331,hiphop
0.83105,6,-0.18946,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.837,6.25,-0.10709,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.81116,6.125,-0.10813,0.83745,6.125,-0.10734,hiphop
0.83105,6,-0.18946,0.837,6.25,-0.10709,hiphop
0.87346,5.875,-0.14288,0.82257,6.375,-0.057279,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.837,6.25,-0.10709,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.82257,6.375,-0.057279,hiphop
0.90278,5.625,-0.12816,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.90278,5.625,-0.12816,0.82257,6.375,-0.057279,hiphop
0.82882,5.875,-0.18497,0.82257,6.375,-0.057279,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.90278,5.625,-0.12816,0.81964,6.5,-0.048739,hiphop
0.83105,6,-0.18946,0.82257,6.375,-0.057279,hiphop
0.87346,5.875,-0.14288,0.83745,6.125,-0.10734,hiphop
0.83105,6,-0.18946,0.81944,6.5,-0.020504,hiphop
0.87346,5.875,-0.14288,0.83745,6.125,-0.10734,hiphop
0.87346,5.875,-0.14288,0.83745,6.125,-0.10734,hiphop
0.87346,5.875,-0.14288,0.81944,6.5,-0.020504,hiphop
0.87346,5.875,-0.14288,0.82257,6.375,-0.057279,hiphop
0.87346,5.875,-0.14288,0.81944,6.5,-0.020504,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.83105,6,-0.18946,0.82257,6.375,-0.057279,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.82406,6.625,-0.020651,hiphop
0.87346,5.875,-0.14288,0.82421,6.25,-0.090164,hiphop
0.83105,6,-0.18946,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.8192,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.94444,5.5,-0.11746,0.82257,6.375,-0.057279,hiphop
0.87346,5.875,-0.14288,0.82406,6.625,-0.020651,hiphop
0.85174,5.75,-0.2,0.81845,6.75,0.023569,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.88135,5.75,-0.13591,0.83517,6.375,-0.078331,hiphop
0.84772,6,-0.13031,0.82252,6.375,-0.084629,hiphop
0.84772,6,-0.13031,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.82252,6.375,-0.084629,hiphop
0.82187,5.875,-0.18497,0.81964,6.5,-0.048739,hiphop
0.87346,5.875,-0.14288,0.81915,6.75,-0.0032362,hiphop
0.87346,5.875,-0.14288,0.81483,6.625,-0.007331,hiphop
0.87346,5.875,-0.14288,0.8373,6.25,-0.080612,hiphop
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,hiphop
0.85174,5.75,-0.2,0.82257,6.375,-0.057279,hiphop
0.87346,5.875,-0.14288,0.81944,6.5,-0.020504,hiphop
0.82188,5.875,-0.18497,0.81845,6.75,0.023569,hiphop
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,hiphop
0.82188,5.875,-0.18497,0.81845,6.75,0.023569,hiphop
0.81116,6.125,-0.10813,0.81845,6.75,0.023569,hiphop
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,hiphop
0.81116,6.125,-0.10813,0.81845,6.75,0.023569,hiphop
0.82188,5.875,-0.18497,0.81964,6.5,-0.048739,jazz
0.80015,6,-0.13898,0.83517,6.375,-0.078331,jazz
0.81116,6.125,-0.10813,0.837,6.25,-0.10709,jazz
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,jazz
0.87346,5.875,-0.14288,0.83517,6.375,-0.078331,jazz
0.87346,5.875,-0.14288,0.81483,6.625,-0.007331,jazz
0.81116,6.125,-0.10813,0.81845,6.75,0.023569,jazz
0.81116,6.125,-0.10813,0.81483,6.625,-0.007331,jazz
0.81116,6.125,-0.10813,0.83517,6.375,-0.078331,jazz
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,jazz
0.80015,6,-0.13898,0.84127,6.5,-0.054767,jazz
0.80015,6,-0.13898,0.837,6.25,-0.10709,jazz
0.79836,5.875,-0.22208,0.81483,6.625,-0.007331,jazz
0.80015,6,-0.13898,0.81483,6.625,-0.007331,jazz
0.81667,5.875,-0.25714,0.83517,6.375,-0.078331,jazz
0.81116,6.125,-0.10813,0.81845,6.75,0.023569,jazz
0.80015,6,-0.13898,0.83517,6.375,-0.078331,jazz
0.83105,6,-0.18946,0.84127,6.5,-0.054767,jazz
0.82188,5.875,-0.18497,0.81483,6.625,-0.007331,jazz
0.81116,6.125,-0.10813,0.83517,6.375,-0.078331,jazz
0.79836,5.875,-0.22208,0.81915,6.75,-0.0032362,jazz
0.79836,5.875,-0.22208,0.81915,6.75,-0.0032362,jazz
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,jazz
0.81116,6.125,-0.10813,0.83517,6.375,-0.078331,jazz
0.81667,5.875,-0.25714,0.82252,6.375,-0.084629,jazz
0.80015,6,-0.13898,0.83517,6.375,-0.078331,jazz
0.81667,5.875,-0.25714,0.83517,6.375,-0.078331,jazz
0.81667,5.875,-0.25714,0.81186,6.875,0.048216,jazz
0.81667,5.875,-0.25714,0.81845,6.75,0.023569,jazz
0.81667,5.875,-0.25714,0.82262,6.375,-0.097917,jazz
0.79226,5.875,-0.17143,0.84127,6.5,-0.054767,jazz
0.8061,5.875,-0.14194,0.84127,6.5,-0.054767,jazz
0.82247,6,-0.29607,0.84127,6.5,-0.054767,jazz
0.81116,6.125,-0.10813,0.81483,6.625,-0.007331,jazz
0.82247,6,-0.29607,0.81483,6.625,-0.007331,jazz
0.81667,5.875,-0.25714,0.83517,6.375,-0.078331,jazz
0.81667,5.875,-0.25714,0.84127,6.5,-0.054767,jazz
0.81667,5.875,-0.25714,0.84127,6.5,-0.054767,jazz
0.79226,5.875,-0.17143,0.84127,6.5,-0.054767,jazz
0.8061,5.875,-0.14194,0.84127,6.5,-0.054767,jazz
0.81667,5.875,-0.25714,0.84127,6.5,-0.054767,jazz
0.79836,5.875,-0.22208,0.84127,6.5,-0.054767,jazz
0.80015,6,-0.13898,0.84127,6.5,-0.054767,jazz
0.79673,6,-0.22785,0.83517,6.375,-0.078331,jazz
0.81116,6.125,-0.10813,0.84127,6.5,-0.054767,jazz
0.81875,6.25,-0.058478,0.84127,6.5,-0.054767,jazz
0.82247,6,-0.29607,0.83517,6.375,-0.078331,jazz
0.81116,6.125,-0.10813,0.84127,6.5,-0.054767,jazz
0.81667,5.875,-0.25714,0.84127,6.5,-0.054767,jazz
0.82247,6,-0.29607,0.84127,6.5,-0.054767,jazz
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,jazz
0.84772,6,-0.13031,0.83517,6.375,-0.078331,jazz
0.82882,5.875,-0.18497,0.837,6.25,-0.10709,jazz
0.82188,5.875,-0.18497,0.81964,6.5,-0.048739,jazz
0.80015,6,-0.13898,0.83517,6.375,-0.078331,jazz
0.81116,6.125,-0.10813,0.83517,6.375,-0.078331,jazz
0.83105,6,-0.18946,0.83517,6.375,-0.078331,jazz
0.87346,5.875,-0.14288,0.83517,6.375,-0.078331,jazz
0.87346,5.875,-0.14288,0.83517,6.375,-0.078331,jazz
0.87346,5.875,-0.14288,0.83517,6.375,-0.078331,jazz
0.81116,6.125,-0.10813,0.83517,6.375,-0.078331,jazz
0.83105,6,-0.18946,0.84127,6.5,-0.054767,jazz
0.82882,5.875,-0.18497,0.83517,6.375,-0.078331,jazz
0.81116,6.125,-0.10813,0.81483,6.625,-0.007331,jazz
0.83105,6,-0.18946,0.84127,6.5,-0.054767,jazz
0.87346,5.875,-0.14288,0.8192,6.5,-0.048739,jazz
0.81116,6.125,-0.10813,0.83517,6.375,-0.078331,jazz
0.81116,6.125,-0.10813,0.83517,6.375,-0.078331,jazz
0.81875,6.25,-0.058478,0.81964,6.5,-0.048739,jazz
0.81116,6.125,-0.10813,0.84127,6.5,-0.054767,jazz
0.82188,5.875,-0.18497,0.84127,6.5,-0.054767,jazz
0.81116,6.125,-0.10813,0.84127,6.5,-0.054767,jazz
0.81116,6.125,-0.10813,0.84127,6.5,-0.054767,jazz
0.79836,5.875,-0.22208,0.84127,6.5,-0.054767,jazz
0.82247,6,-0.29607,0.83517,6.375,-0.078331,jazz
0.79226,5.875,-0.17143,0.84127,6.5,-0.054767,jazz
0.81116,6.125,-0.10813,0.84127,6.5,-0.054767,jazz
0.81116,6.125,-0.10813,0.83517,6.375,-0.078331,jazz
0.80015,6,-0.13898,0.84127,6.5,-0.054767,jazz
0.79673,6,-0.22785,0.84127,6.5,-0.054767,jazz
0.87346,5.875,-0.14288,0.83517,6.375,-0.078331,jazz
0.81116,6.125,-0.10813,0.837,6.25,-0.10709,jazz
0.90278,5.625,-0.12816,0.81964,6.5,-0.048739,jazz
0.87346,5.875,-0.14288,0.83517,6.375,-0.078331,jazz
0.87346,5.875,-0.14288,0.84127,6.5,-0.054767,jazz
0.87346,5.875,-0.14288,0.837,6.25,-0.10709,jazz
0.87346,5.875,-0.14288,0.83517,6.375,-0.078331,jazz
0.81116,6.125,-0.10813,0.83517,6.375,-0.078331,jazz
0.81116,6.125,-0.10813,0.83517,6.375,-0.078331,jazz
0.81875,6.25,-0.058478,0.84127,6.5,-0.054767,jazz
0.81116,6.125,-0.10813,0.84127,6.5,-0.054767,jazz
0.81667,5.875,-0.25714,0.84127,6.5,-0.054767,jazz
0.81116,6.125,-0.10813,0.83517,6.375,-0.078331,jazz
0.80506,5.875,-0.054269,0.84127,6.5,-0.054767,jazz
0.81667,5.875,-0.25714,0.84127,6.5,-0.054767,jazz
0.80506,5.875,-0.054269,0.84127,6.5,-0.054767,jazz
0.82247,6,-0.29607,0.84127,6.5,-0.054767,jazz
0.81667,5.875,-0.25714,0.84127,6.5,-0.054767,jazz
0.81116,6.125,-0.10813,0.84127,6.5,-0.054767,jazz
0.81667,5.875,-0.25714,0.84127,6.5,-0.054767,jazz
0.81116,6.125,-0.10813,0.82406,6.625,-0.020651,metal
0.85174,5.75,-0.2,0.82406,6.625,-0.020651,metal
0.81116,6.125,-0.10813,0.82406,6.625,-0.020651,metal
0.81116,6.125,-0.10813,0.81845,6.75,0.023569,metal
0.87346,5.875,-0.14288,0.82044,6.875,0.070349,metal
0.82882,5.875,-0.18497,0.81845,6.75,0.023569,metal
0.87346,5.875,-0.14288,0.82406,6.625,-0.020651,metal
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,metal
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,metal
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,metal
0.82188,5.875,-0.18497,0.81806,6.75,0.037801,metal
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,metal
0.81116,6.125,-0.10813,0.81845,6.75,0.023569,metal
0.87346,5.875,-0.14288,0.82044,6.875,0.070349,metal
0.87346,5.875,-0.14288,0.82044,6.875,0.070349,metal
0.83105,6,-0.18946,0.82391,6.625,0.020901,metal
0.82078,6.125,-0.14934,0.82257,6.375,-0.057279,metal
0.81116,6.125,-0.10813,0.82044,6.875,0.070349,metal
0.90278,5.625,-0.12816,0.82391,6.625,0.020901,metal
0.81116,6.125,-0.10813,0.81845,6.75,0.023569,metal
0.83105,6,-0.18946,0.81845,6.75,0.023569,metal
0.81116,6.125,-0.10813,0.81845,6.75,0.023569,metal
0.81116,6.125,-0.10813,0.81186,6.875,0.048216,metal
0.83105,6,-0.18946,0.81845,6.75,0.023569,metal
0.82188,5.875,-0.18497,0.81845,6.75,0.023569,metal
0.83105,6,-0.18946,0.81845,6.75,0.023569,metal
0.82188,5.875,-0.18497,0.81845,6.75,0.023569,metal
0.82188,5.875,-0.18497,0.81964,6.5,-0.048739,metal
0.83105,6,-0.18946,0.82406,6.625,-0.020651,metal
0.81875,6.25,-0.058478,0.82044,6.875,0.070349,metal
0.83105,6,-0.18946,0.81964,6.5,-0.048739,metal
0.83105,6,-0.18946,0.81964,6.5,-0.048739,metal
0.90278,5.625,-0.12816,0.81845,6.75,0.023569,metal
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,metal
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,metal
0.87346,5.875,-0.14288,0.82406,6.625,-0.020651,metal
0.83105,6,-0.18946,0.81845,6.75,0.023569,metal
0.87346,5.875,-0.14288,0.82406,6.625,-0.020651,metal
0.87346,5.875,-0.14288,0.82257,6.375,-0.057279,metal
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,metal
0.83105,6,-0.18946,0.81806,6.75,0.037801,metal
0.87346,5.875,-0.14288,0.82391,6.625,0.020901,metal
0.87346,5.875,-0.14288,0.81944,6.5,-0.020504,metal
0.83105,6,-0.18946,0.81845,6.75,0.023569,metal
0.83105,6,-0.18946,0.82391,6.625,0.020901,metal
0.83105,6,-0.18946,0.81845,6.75,0.023569,metal
0.81116,6.125,-0.10813,0.81806,6.75,0.037801,metal
0.83105,6,-0.18946,0.81845,6.75,0.023569,metal
0.83105,6,-0.18946,0.81944,6.5,-0.020504,metal
0.84772,6,-0.13031,0.81845,6.75,0.023569,metal
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,metal
0.81116,6.125,-0.10813,0.837,6.25,-0.10709,metal
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,metal
0.82188,5.875,-0.18497,0.837,6.25,-0.10709,metal
0.83105,6,-0.18946,0.81964,6.5,-0.048739,metal
0.83105,6,-0.18946,0.81964,6.5,-0.048739,metal
0.82188,5.875,-0.18497,0.81964,6.5,-0.048739,metal
0.83105,6,-0.18946,0.81964,6.5,-0.048739,metal
0.83105,6,-0.18946,0.81964,6.5,-0.048739,metal
